Run,Event,pt1,eta1,phi1,Q1,pt2,eta2,phi2,Q2,M
163286,108933569,20.7568,0.779584,-0.286044,1,26.9081,-1.22227,2.5977,-1,72.734
163286,109060857,37.5667,2.28918,2.0526,-1,45.4315,1.47064,-1.16305,1,89.5897
163286,109275715,36.2901,-0.837253,-1.58592,1,60.5754,-0.48957,1.0496,-1,92.2522
163286,109030700,13.1171,0.776893,-0.780137,1,46.3687,-0.905384,2.55147,-1,67.665
163286,109075352,25.9705,-0.69742,1.63599,-1,45.2954,-2.04009,3.11875,1,67.8592
163286,109169766,41.0075,1.46192,-0.532464,1,45.9013,1.15606,2.47858,-1,87.6049
163286,109205958,42.1483,-0.491626,-2.86572,-1,21.3383,1.01768,0.634103,1,77.1479
163286,109038602,3.73662,-2.02526,0.33893,1,19.7583,2.21718,2.6165,-1,72.3453
163286,109084970,44.1661,2.5277,2.05213,1,19.6946,2.04293,-0.929822,-1,60.5447
163286,108947653,39.8985,-0.592666,-2.39472,1,34.8931,-2.24444,0.61061,-1,101.427
163286,109007623,39.5932,-1.84154,2.91591,-1,24.7746,0.694381,0.149091,1,119.542
163286,109359367,24.2701,1.00277,0.347363,-1,41.5707,1.66778,-2.72625,1,67.0366
163286,109491381,62.3848,1.07513,-1.76103,-1,43.4772,1.58284,1.47175,1,107.429
163286,109706365,20.1005,2.31546,1.45906,-1,18.0194,-0.329954,-1.19373,1,75.9499
163286,109478660,16.3733,1.1698,-1.43782,-1,61.7449,1.4282,1.43225,1,63.5428
163286,109789847,14.632,1.87787,2.3584,1,32.7541,-1.38096,-0.870062,-1,115.945
163286,109588192,17.442,-0.903706,0.0431131,-1,47.1938,-2.03923,-2.61251,1,65.4405
163286,109649403,24.318,-1.01806,-0.941938,-1,19.0213,1.87237,1.88868,1,96.0888
163286,109710715,16.2055,0.714989,-0.398591,-1,59.4158,1.35267,2.88272,1,65.0974
163286,109384412,23.4083,0.342465,-3.01916,-1,33.6492,-1.7514,0.517128,1,89.1302
163286,109632300,34.4723,-0.62019,0.255816,-1,19.5043,2.23801,-2.29649,1,113.471
163286,109457256,9.07293,-0.958758,2.99108,-1,18.2957,2.05903,0.4119,1,60.6872
163286,109677040,9.87054,-1.86316,-0.363191,-1,24.9528,0.712391,2.66986,1,61.1919
163286,110268001,32.3642,-0.534036,-2.67181,-1,40.6404,1.39099,0.074385,1,107.871
163286,110007564,23.9361,-0.902881,-2.40266,1,43.5646,-1.2574,0.415168,-1,64.77
163286,110104420,12.0289,1.37473,-0.190429,1,31.82,-1.02839,2.77498,-1,70.8567
163286,110297282,27.4283,0.555189,-1.47745,-1,32.1866,1.34506,1.83949,1,63.908
163286,110310826,41.3224,-1.24722,1.08253,1,43.1364,-1.60115,-2.21855,-1,85.5008
163286,110106153,38.5802,-0.772801,-1.57975,-1,38.4803,0.14109,1.5267,1,85.2358
163286,110304430,17.9714,-0.384247,-2.24503,1,82.9346,1.2092,0.946635,-1,103.025
163286,110493202,35.6338,1.97293,1.97661,-1,35.1704,1.31735,-1.30545,1,74.475
163286,110675522,41.759,0.0709018,2.36862,-1,25.9889,-1.03599,-1.3392,1,73.9827
163286,110435357,29.8759,0.327921,1.33372,-1,34.0971,-1.60323,-1.74058,1,95.9519
163286,110994527,22.5742,-0.220055,0.614381,-1,41.6735,-0.799532,-2.76911,1,63.5062
163286,110830653,11.9579,-1.72983,-2.50717,1,38.6278,1.42253,0.683015,-1,108.384
163286,111144317,21.0609,0.04989,-0.00835397,-1,58.9723,1.37987,-2.37386,1,82.4454
163286,111123865,14.3992,1.91244,0.315002,-1,26.1446,-1.67023,3.13762,1,119.443
163286,111133569,35.3177,-0.0196275,2.75162,1,48.0224,0.799921,-0.324937,-1,89.3385
163286,111229193,24.4866,-1.1939,-2.16872,-1,95.6781,-1.3786,1.41434,1,94.8801
163286,111259301,21.2458,1.29229,3.11753,1,18.2363,-0.972637,-0.901403,-1,65.3206
163286,111096706,27.861,1.17447,0.280947,-1,36.6042,-1.13868,-2.93006,1,111.545
163286,110948979,10.3167,-0.976529,2.20778,-1,24.6456,1.68273,-1.12678,1,64.4141
163286,110925602,31.0089,-0.748869,-0.580192,1,24.8238,-2.41644,2.56304,-1,75.9207
163286,111125290,38.1513,-0.959871,0.745925,-1,61.6516,-0.249622,-2.50714,1,103.036
163286,111118334,23.3029,0.738223,0.7203,-1,25.2002,-2.18215,-2.3747,1,109.987
163286,111035897,34.4047,1.26959,-3.09654,1,57.7365,2.24204,0.511885,-1,97.7331
163286,110865947,25.5716,1.2476,-2.40612,-1,54.7574,-0.622544,1.1337,1,109.012
163286,111236931,27.0851,1.10201,-1.50459,1,44.4463,2.3973,2.37445,-1,80.6734
163286,111048004,30.6102,0.276809,-0.63141,1,38.8784,1.88998,2.49374,-1,92.6801
163286,111599320,39.0517,1.2233,2.46506,-1,74.3241,0.272615,-0.906321,1,119.517
163286,111667969,28.8167,-0.510396,-3.0289,1,30.3279,2.09808,-0.242137,-1,116.491
163286,111543719,30.206,-2.21116,-0.568794,1,33.0941,-2.07269,2.67502,-1,63.3034
163286,111418450,28.9414,-1.41381,-1.34145,1,34.5373,0.528459,1.20363,-1,93.6409
163286,111481046,45.7907,-1.237,2.51979,-1,57.3001,-2.29991,-0.681036,1,117.218
163286,111568358,29.5581,-0.921529,2.60425,1,17.7337,0.709207,-0.736986,-1,61.7045
163286,111553043,25.0516,1.07945,1.40276,1,12.3699,-2.19369,-1.69792,-1,93.8624
163286,111418069,13.1013,-0.558709,2.13868,1,26.1151,1.97901,-1.12735,-1,70.9534
163286,111608533,27.4528,1.19326,2.17068,-1,45.0307,-0.878394,1.50217,1,89.6018
163286,111602701,18.1969,0.588688,2.19736,1,118.485,1.11984,-1.66555,-1,90.4043
163286,111883844,9.07482,-0.805504,0.644747,1,33.7939,1.83869,-2.0936,-1,70.0107
163286,112162828,15.9109,-0.763825,-1.51891,-1,53.4475,-0.256195,1.56349,1,60.1872
163286,112128579,46.4312,0.19254,0.671362,-1,48.4596,-0.25049,-2.57053,1,97.0898
163286,111946088,11.5204,-0.916661,-0.948931,-1,36.4726,2.34106,2.33343,1,108.484
163286,112033944,29.0799,1.25402,-1.905,-1,18.2559,-1.0262,0.400628,1,77.185
163286,111816172,29.0161,0.719403,2.34316,-1,21.4568,-2.4086,0.679738,1,119.813
163286,112231277,31.1583,0.871418,-3.09543,-1,14.2776,-1.22373,-1.57747,1,60.1915
163286,112003673,7.26739,-2.19515,1.62936,-1,43.864,1.12715,2.75778,1,92.6082
163286,112545460,56.2443,0.683527,-1.02922,-1,49.752,0.591954,1.82163,1,104.793
163286,112541044,34.0134,0.0769341,-1.78601,1,48.6909,-0.641173,1.62155,-1,86.0202
163286,112300423,37.0745,-1.4465,-2.61821,1,55.2944,-0.497234,0.677746,-1,100.705
163286,112685350,16.879,0.539516,2.90732,1,28.2713,-2.25563,-0.203829,-1,93.7677
163286,112399957,16.3066,0.567153,-0.409161,-1,43.5973,-2.20461,3.01387,1,113.03
163286,112420523,11.7518,-0.50546,1.48377,1,21.4505,2.32191,-1.62431,-1,69.132
163286,112654013,9.10854,1.97751,2.11927,1,23.2686,-2.19376,-2.41708,-1,117.52
163286,112777466,10.4177,0.894961,-0.0334761,-1,24.8763,-1.64362,3.0619,1,61.8023
163286,113111028,35.9388,-0.506979,-0.94066,1,19.8134,1.6278,2.09976,-1,86.7281
163286,113152148,33.5547,0.164449,-3.07776,1,15.3753,2.40564,0.167848,-1,77.0263
163286,113125184,42.5004,0.488695,-0.635695,1,44.0825,1.14622,2.48927,-1,91.2864
163286,112816146,41.4244,-0.216398,-2.34856,-1,40.4068,0.53266,0.807795,1,87.629
163286,112797695,24.5599,-0.189832,-0.310061,1,48.1059,-0.604631,2.5969,-1,69.7665
163286,112883340,12.6512,-1.45962,0.864691,-1,32.3193,0.834734,-1.57031,1,68.691
163286,112738376,7.05027,-2.02234,-0.742527,1,27.9365,2.21317,-1.87324,-1,115.95
163286,113074528,11.6307,-1.27883,-0.127712,-1,7.5403,2.44583,2.02732,1,61.1116
163286,113097568,17.5318,-0.548464,0.158024,1,30.6611,1.70741,-3.05834,-1,79.1111
163286,112809953,31.3825,-1.36723,1.14971,-1,51.2533,-0.209908,-2.83275,1,88.1352
163286,113004694,42.8442,-1.19442,0.454485,1,57.2834,-1.29524,2.65505,-1,88.4556
163286,112802221,9.81801,0.37712,1.47331,-1,71.6469,2.19028,-2.11269,1,75.4772
163297,108375473,14.8635,-1.24705,2.78631,-1,43.4551,0.265322,-0.387477,1,66.0622
163297,107882006,32.0621,-1.18959,0.884835,1,37.2826,-2.49643,-2.06962,-1,84.1949
163297,108180963,38.2267,2.03609,-2.44089,1,11.0841,-0.854858,0.771915,-1,92.195
163297,108265275,42.1168,1.82165,0.136327,-1,46.9726,1.3165,2.9054,1,90.3195
163297,107827826,8.10957,1.41327,0.776273,1,35.0901,-1.56778,-1.59501,-1,77.661
163297,107925754,39.297,-1.39324,0.978578,-1,42.6272,-0.380672,-2.35569,1,92.2379
163297,108135234,56.3057,0.0844119,-0.750303,1,37.9343,-0.505861,2.06081,-1,95.2814
163297,108137610,19.7574,1.32477,-2.02309,-1,55.31,1.80541,0.940023,1,67.7773
163297,108229906,58.4079,-0.0416925,2.46753,-1,13.1262,-1.82264,-1.00305,1,78.2998
163297,108286097,32.493,-1.25308,-2.39708,-1,42.7632,-0.886821,0.880467,1,75.6364
163297,108255509,25.0754,-0.203815,-1.3431,-1,54.4322,1.34603,1.3122,1,95.5659
163297,107860210,20.4304,-1.37167,0.353487,1,55.3333,-0.289913,-2.49193,-1,76.6845
163297,108141058,9.00207,-0.474482,-2.07182,1,83.7836,1.41817,0.948283,-1,81.3433
163297,108352711,107.798,-1.34809,-2.97882,1,18.2842,-1.22741,-0.368542,-1,85.8446
163297,108239077,26.7794,-0.801975,-2.83463,-1,16.4802,2.45285,-0.0632672,1,110.801
163297,108151092,9.99,1.10197,2.84462,1,23.0325,-2.11804,3.04624,-1,72.9194
163297,108023326,5.03553,2.23196,-0.156855,-1,24.6812,-1.9703,2.71657,1,92.4571
163297,108254166,13.8585,0.18105,-0.219057,1,39.0463,1.96716,-2.85305,-1,65.3063
163297,108850576,101.831,-2.10206,1.7255,1,15.6571,-1.05194,-0.0944617,-1,76.8174
163297,108726798,52.679,1.11931,3.01182,1,40.3707,1.16949,0.0885099,-1,91.7125
163297,108571786,37.361,-1.12809,-2.20903,1,39.6194,-2.45382,1.52916,-1,91.734
163297,108442715,10.3371,-0.88971,-2.78579,-1,43.3706,1.7786,0.186342,1,85.8939
163297,108463705,41.2194,-2.32332,1.81269,1,42.3769,-1.62378,-1.46898,-1,88.5607
163297,108826263,18.7452,-2.43453,-0.703188,-1,7.71728,1.45543,2.14668,1,85.7635
163297,108711506,37.8541,-0.587502,-1.19009,-1,20.9905,0.945747,1.89213,1,73.7515
163297,108792034,33.2566,-0.780945,1.65283,1,31.9958,0.775508,-1.08846,-1,85.03
163297,108868653,18.8788,-1.30507,2.99043,1,9.8134,1.95918,0.120483,-1,72.1849
163297,108415113,31.7421,-0.230857,-0.10005,-1,38.1372,1.22662,2.99314,1,88.8796
163297,108948813,19.4841,0.139176,-1.83919,-1,57.4864,0.345179,1.25172,1,67.2689
163297,109373176,41.883,-1.42275,-1.66767,-1,33.597,-0.902772,1.71462,1,77.0489
163297,109369440,18.8023,0.95931,2.21424,1,18.4261,-2.26122,-2.62448,-1,92.748
163297,109466208,18.5995,-1.2992,-2.10043,1,26.6837,1.30856,1.04456,-1,88.1098
163297,109081887,8.34912,0.855394,-3.12231,-1,232.305,2.09745,-0.485174,1,103.306
163297,109370911,45.6939,-1.23119,2.38656,-1,5.95546,2.36098,-1.52931,1,101.382
163297,109101874,25.0286,0.168286,0.34923,1,14.8678,-2.48915,-0.570671,-1,69.8676
163297,109293175,2.93205,-1.58316,0.428238,-1,44.7396,2.24637,-3.03754,1,79.3169
163297,109050931,7.70936,1.57713,1.62086,-1,37.5214,-2.16505,-2.97549,1,110.806
163297,109387859,19.4122,1.05468,0.987465,-1,14.0124,-2.08014,-2.36701,1,82.4358
163297,109168281,13.4729,-2.29883,2.90785,-1,38.8562,0.56156,0.331547,1,100.294
163297,109169926,42.8355,-0.898679,-0.672855,1,23.3374,0.363263,1.93552,-1,74.4037
163297,109254174,32.0819,0.744115,2.17077,-1,34.5334,-1.38776,-1.22773,1,107.772
163297,109474534,16.2801,0.761042,1.90092,-1,29.2435,2.4911,-1.29336,1,60.9988
163297,109443086,24.4947,-2.20615,-2.57551,-1,33.6415,0.248993,0.289707,1,106.089
163297,109727676,11.1731,0.884233,1.74633,-1,43.7857,-2.00577,-1.58588,1,98.9475
163297,109938524,35.1104,-1.17771,-2.83541,-1,54.2258,-0.55625,0.632315,1,90.4109
163297,109954972,45.694,1.16872,-1.58091,1,28.8442,-0.299239,2.95264,-1,80.5805
163297,109706261,30.2523,-1.34061,-1.32544,1,51.4067,-2.10568,1.20516,-1,81.3234
163297,109875773,11.533,0.863488,1.68455,1,21.1173,-1.75249,-0.805189,-1,61.1301
163297,109931865,24.9045,-0.814416,-1.37801,1,18.8686,1.97055,1.81705,-1,92.6268
163297,109932616,100.063,-0.529483,-0.793205,1,9.72746,0.812603,2.96693,-1,74.6018
163297,109896096,54.7418,-1.44168,-2.95895,1,33.9002,-2.44817,0.578806,-1,95.8105
163297,109952056,11.3571,-1.15699,-1.31056,-1,74.8574,-2.14911,1.76408,1,65.6094
163297,109555006,41.4741,-0.569712,2.15898,-1,38.5444,0.469109,-0.995319,1,90.9949
163297,109642025,41.9824,2.2082,-1.30259,-1,33.541,2.35066,1.91728,1,75.1833
163297,109542934,34.0083,-0.355426,-2.82696,1,31.2227,-2.0644,0.5567,-1,90.1043
163297,109685910,33.8823,0.703458,-1.33763,1,21.3398,-1.06343,2.34698,-1,74.7883
163297,109885974,19.5736,0.000657346,-0.587394,1,28.4403,2.10216,2.21614,-1,75.3071
163297,110021134,30.187,1.81865,-0.817762,1,31.7476,-0.129264,2.12432,-1,93.4738
163297,109554427,30.4758,0.596086,-2.1916,-1,31.2203,0.925367,0.642747,1,61.8129
163297,109557907,39.7836,-0.810307,-1.39544,-1,11.9092,1.73063,2.9911,1,79.7106
163297,109916213,37.1779,1.31275,1.00041,1,49.9082,0.524872,-2.37305,-1,92.3863
163297,112288913,48.7003,-2.05392,1.39615,-1,29.0559,-1.34099,-1.8308,1,80.0002
163297,112350049,23.2251,-1.01952,-2.15027,-1,48.8041,1.13731,1.06754,1,110.404
163297,112207630,25.6799,-0.606689,2.72329,-1,84.0302,-1.95173,-0.484989,1,114.678
163297,111925501,42.3919,0.266298,0.759785,1,39.213,1.02835,-2.16543,-1,87.0902
163297,112077341,36.546,-0.21472,-1.88577,-1,25.6677,-2.48077,2.00258,1,102.558
163297,112171485,21.967,-1.65487,-0.379638,-1,13.0599,1.23017,2.45914,1,75.4995
163297,111969874,17.392,-1.27522,1.82215,1,12.3709,2.47419,2.15316,-1,93.4949
163297,112018111,34.7145,-0.870933,-0.56791,1,31.9188,-2.31992,2.74171,-1,84.6403
163297,112187239,27.7645,0.0220633,1.90372,-1,35.4686,-0.920413,-1.26498,1,69.8554
163297,112046083,19.1904,1.01079,-1.33509,1,34.9865,-0.591798,1.45706,-1,68.782
163297,112046728,45.2573,-1.3055,1.67933,1,21.6815,-0.909943,-1.38918,-1,63.8379
163297,112197395,16.7735,0.0476039,-1.80474,1,51.5515,2.43968,0.753138,-1,104.779
163297,112268003,29.9641,0.415684,0.924191,-1,33.0811,-1.29065,-2.14884,1,87.2829
163297,112326150,22.1479,0.520481,-1.48422,1,58.3997,-0.452871,1.39658,-1,80.0719
163297,111844540,4.36176,-1.23763,2.83839,1,24.1068,2.32592,-0.735305,-1,62.4854
163297,112040068,33.1772,2.09961,-1.95001,1,50.6711,1.43825,1.3471,-1,86.2929
163297,112072332,28.7372,-1.80527,-1.43099,1,11.2781,0.966329,2.47652,-1,75.2859
163297,112132476,41.4517,0.29997,-0.0690925,-1,20.1924,-2.54279,0.306227,1,113.388
163297,112254924,39.0073,-0.413242,-1.13975,-1,35.3226,-1.73605,1.94455,1,91.0524
163297,111815584,17.3875,2.04658,0.344984,-1,23.9331,-0.275041,-2.99304,1,71.4036
163297,112351824,21.973,1.45207,-2.77219,-1,39.5731,0.154189,0.329995,1,71.8266
163297,111983476,12.2405,-1.13147,-1.37988,-1,46.7109,1.83721,0.921145,1,109.189
163297,112702065,23.5589,0.253421,-0.791568,-1,21.0706,-2.16694,2.9426,1,80.325
163297,112714837,57.7414,-1.54111,0.959327,1,118.632,-1.32302,-0.0617206,-1,82.8807
163297,112760053,10.1412,1.38859,-0.995032,1,45.5915,-1.41006,2.9399,-1,90.9382
163297,112887442,9.03408,-0.662547,0.0387967,1,28.6299,2.02948,-2.87343,-1,65.8731
163297,112469864,17.0036,0.542536,-0.358673,-1,107.575,0.371709,-2.7524,1,79.962
163297,112808774,18.5162,-0.442841,-2.24284,1,12.2044,2.36375,-0.148303,-1,63.0905
163297,112633374,32.8149,1.23754,2.86181,-1,33.1147,1.1219,0.16126,1,64.4453
163297,112550848,8.37001,0.835861,-2.88064,-1,25.2911,-2.2156,0.649756,1,69.8438
163297,112778416,17.8403,-2.14144,-1.66182,1,17.3045,0.122648,1.2323,-1,60.0108
163297,112848947,5.18345,1.33038,-2.50108,1,40.9409,-1.52525,-0.141059,-1,63.2686
163297,113326896,33.713,-0.0305038,1.89661,-1,22.5941,1.71273,-1.18222,1,77.5082
163297,113446336,32.6258,0.125551,1.15902,-1,32.9164,1.38324,-2.00238,1,78.9306
163297,113438344,22.0197,0.155462,2.58912,1,58.7212,-1.18456,-0.768715,-1,88.3322
163297,113137743,28.6359,-1.33689,1.38883,1,22.6714,0.274048,-1.70518,-1,68.3929
163297,113305018,17.8616,-0.526141,-1.15853,1,34.0449,2.14728,1.4815,-1,99.5959
163297,113267001,6.49156,-2.12044,-2.80578,1,30.3492,1.38536,1.23509,-1,82.5425
163297,113049127,51.7151,-0.65524,-0.53816,1,40.4855,-1.7151,2.48796,-1,104.534
163297,113153380,43.1149,-1.00259,1.86588,1,31.2428,0.396973,-1.5613,-1,91.528
163297,113245193,40.1164,0.217955,-2.09414,-1,38.7305,1.05429,0.742905,1,84.9913
163297,112984045,38.8647,0.325096,2.06239,-1,32.0001,1.6517,-0.874933,1,86.3256
163297,113007045,45.9894,1.06042,-1.56167,-1,49.4297,2.07127,1.51009,1,107.747
163297,113074413,12.5157,-0.5413,3.07694,-1,29.857,2.21579,-0.844066,1,80.2636
163297,113202605,14.6648,1.92652,-0.988581,1,21.1552,-0.375232,2.85268,-1,60.0461
163297,113265982,7.59582,1.36013,2.72387,-1,21.4331,-2.13582,2.12404,1,71.454
163297,113682851,18.5345,0.385489,-1.4599,-1,50.1731,2.20651,1.84487,1,87.9258
163297,113861307,20.1349,-2.03202,-1.09567,-1,43.1972,-0.358165,2.1842,1,80.7729
163297,113509135,48.2918,1.89466,-0.595183,1,38.3377,1.30616,2.51006,-1,89.7945
163297,113943455,13.7724,0.164436,2.91507,1,24.8697,-2.22673,-0.359502,-1,66.7287
163297,113949276,25.4707,1.36457,1.70274,-1,35.9528,2.14816,-1.27218,1,65.0326
163297,113785485,21.9456,2.03469,-2.10512,1,75.6929,1.21698,2.11807,-1,77.8298
163297,113801509,17.7816,-0.0577047,-2.97387,-1,47.7244,-0.855963,0.108797,1,62.9413
163297,113567186,14.7595,-0.662291,-2.5898,-1,22.184,1.99279,0.16747,1,72.7192
163297,113678106,29.9705,-0.591406,-0.578679,-1,42.1778,0.152389,1.90199,1,72.4994
163297,113727470,20.1957,2.38749,-2.72828,1,19.1316,0.320309,0.186342,-1,62.0899
163297,114025510,27.3367,0.668088,1.85395,1,15.3111,-2.30287,-1.12749,-1,94.9426
163297,113896387,39.2767,-0.186995,-1.66507,-1,37.8305,-1.07674,1.52642,1,84.8274
163301,8315221,12.955,0.484762,-0.221348,-1,71.4468,1.37586,-2.88003,1,65.388
163301,8380773,10.9587,-0.961608,1.22377,1,22.1383,1.94767,-1.31801,-1,69.7423
163301,8433971,33.8874,0.919286,1.80771,-1,49.8638,1.34303,-0.895301,1,82.1409
163301,8504667,14.3382,-0.696234,1.94686,-1,49.3007,0.932836,-0.88929,1,71.3543
163301,8595938,13.3147,1.93971,1.27914,1,24.6246,-0.536544,-2.11521,-1,67.55
163301,8651368,30.4661,-0.897349,1.49967,-1,54.1655,-1.98465,-1.38741,1,92.9807
163301,8364503,42.2585,-1.95774,-2.77421,1,50.5169,-1.73366,0.801102,-1,90.8371
163301,8387791,48.9309,2.41292,-2.95326,-1,46.6971,2.12477,0.181723,1,96.5954
163301,8280334,12.8236,-1.35612,-2.83782,1,38.8834,1.7696,0.226397,-1,111.234
163301,8311846,24.1288,0.54472,-0.930061,1,21.4049,-2.01868,1.9086,-1,87.9172
163301,8294566,79.7847,0.963756,1.5978,-1,66.5382,0.136322,0.0950619,1,117.227
163301,8365598,46.4638,1.68085,0.440524,-1,7.07665,-0.715582,-2.50083,1,65.4676
163301,8561716,24.855,-1.98661,2.46926,1,35.6122,-1.3847,-0.678765,-1,62.2175
163301,8433366,23.8828,0.729275,0.907014,-1,46.6461,-1.33226,-2.21496,1,105.468
163301,8552598,29.8286,-0.914735,1.72579,-1,40.7777,0.665699,-1.85901,1,91.4107
163301,8680734,22.9881,0.700137,-0.537469,-1,26.2042,-2.21901,-1.72951,1,103.666
163301,8543196,44.5942,-0.87701,-2.74172,1,38.1175,-1.10238,-0.0918591,-1,80.5182
163301,8330937,12.7734,-1.21783,-0.185027,1,28.4127,1.88679,1.27352,-1,89.6019
163301,8675225,25.0421,1.07346,2.93607,1,65.343,-1.14466,-2.82244,-1,111.281
163301,8716329,19.1165,-0.628513,2.97813,-1,30.1464,1.98064,0.949189,1,91.5565
163301,8429170,5.90809,-1.98791,-2.47965,1,36.4862,1.80233,0.596526,-1,99.887
163301,8651578,42.3352,-1.57237,-1.60641,1,39.8635,-2.37622,1.53159,-1,88.8877
163301,8639696,50.4286,-1.28554,2.69863,-1,37.2085,-1.7479,-0.143854,1,88.018
163301,8643256,39.2464,-1.45152,-0.366788,1,17.7661,0.816274,2.82516,-1,90.5489
163301,8759519,25.8131,1.64659,0.444147,1,51.4315,1.79653,-2.75238,-1,73.0501
163301,8977421,10.767,-1.92011,1.21868,1,19.3935,0.945593,-1.47582,-1,63.6825
163301,9043341,23.8332,-1.39662,0.199095,-1,47.1801,-0.742678,-2.28558,1,67.2904
163301,9213067,54.8983,0.0651707,-1.76816,1,32.8185,-0.623355,1.40048,-1,89.9655
163301,9265341,105.681,1.37089,1.63646,1,6.88247,-0.528035,-1.64716,-1,80.0418
163301,9043155,32.7735,0.734384,2.63351,1,21.9692,-1.88442,-1.36235,-1,104.29
163301,8904841,40.0966,0.261921,-2.24498,-1,32.5949,-0.0977388,0.885136,1,73.4746
163301,8842720,54.6436,1.12865,-3.001,1,23.5754,0.713133,1.02735,-1,66.5605
163301,9230142,55.1973,-1.94903,-3.00936,1,4.61137,2.0467,-1.71851,-1,117.056
163301,8791649,29.0144,-2.33912,1.30608,-1,34.5966,-1.25874,-2.23693,1,71.734
163301,9083932,32.9656,0.245768,0.55412,1,30.5338,-1.63826,-2.6166,-1,93.7466
163301,9088772,33.4122,-0.0996971,2.65674,-1,29.4204,0.239572,-0.727086,1,63.1573
163301,9244604,6.76397,-1.14374,-1.81809,1,104.446,-2.46425,1.17221,-1,65.0492
163301,8897466,31.4026,-1.58136,-0.432292,1,31.3071,-2.01651,2.95457,-1,63.7398
163301,8925032,22.9925,2.10714,-2.55963,-1,9.17465,-1.52455,1.47722,1,90.7652
163301,9148372,17.2116,0.771873,2.67443,-1,23.3437,-1.89884,-0.44897,1,81.4683
163301,9358949,74.9786,1.91824,1.12705,1,28.9326,1.38288,-1.28733,-1,90.645
163301,9339133,8.97247,-1.75461,2.09659,-1,13.0343,1.73324,-0.539064,1,63.5159
163301,9407372,24.5518,2.01467,1.44475,1,8.42392,-0.879825,-1.61519,-1,64.5127
163301,9406015,42.0306,-1.99023,-2.3271,-1,29.3704,-0.524553,1.09374,1,89.4657
163301,9571585,26.3751,-0.351976,1.65821,-1,11.824,2.26422,-2.02687,1,69.4551
163301,9616505,31.1971,0.272838,-2.65047,1,23.6337,-2.36628,0.506309,-1,108.858
163301,9523814,14.1698,-0.254015,-0.584373,-1,48.0497,-1.72387,2.24258,1,66.4243
163301,9334932,27.4909,-0.153632,-0.677116,1,26.2816,1.58695,-3.10233,-1,73.0433
163301,9689658,49.3653,-1.02543,-2.47019,1,55.6933,-0.751529,0.604729,-1,105.795
163301,10094435,29.5172,1.50736,-1.91703,1,47.0254,1.70989,1.26042,-1,74.8837
163301,10131907,22.6907,-0.183371,-3.06445,1,34.8812,1.88467,-0.264845,-1,88.6083
163301,10219595,27.5139,0.314971,0.257852,-1,22.2736,-1.67014,-2.60786,1,75.6628
163301,10348348,49.5027,0.0722661,-2.51386,1,39.799,0.760036,0.360315,-1,93.3265
163301,9883006,13.6666,1.24185,1.7321,-1,38.8498,-0.806237,-1.14291,1,72.1756
163301,9959254,28.8265,0.329703,-0.629354,1,51.2203,2.06397,2.55265,-1,107.589
163301,10049980,23.4544,-1.02808,-3.09799,1,51.6262,-1.18358,0.0124598,-1,69.797
163301,9858335,30.6551,-0.383434,-2.05735,-1,36.6359,-1.23757,0.99193,1,73.1651
163301,10464627,27.012,-1.67836,1.00739,-1,35.3823,-0.613096,-2.05294,1,70.7655
163301,10798411,43.1952,0.579295,1.76433,-1,37.6159,-0.382114,-1.36688,1,90.1126
163301,10675264,21.4202,-0.436692,2.99916,-1,34.3951,-1.43313,-0.0180964,1,61.0713
163301,10373756,18.9927,1.18908,-0.588608,1,63.2082,-0.711777,-2.76293,-1,97.8537
163301,10469396,130.231,-1.04798,-1.4718,-1,10.1673,0.795228,2.22728,1,104.024
163301,10585396,30.0188,-1.85111,2.20335,-1,55.9921,-1.53502,-0.986423,1,82.9981
163301,10639926,31.7869,-0.963943,2.76032,1,39.5164,-2.34303,-0.346527,-1,88.4043
163301,10588759,43.3965,0.687002,3.04425,-1,47.4812,1.16717,-0.106472,1,93.414
163301,10825073,33.0362,2.18515,2.84008,1,3.99079,-1.61343,-0.901919,-1,78.1381
163301,10512986,56.2785,1.2523,-1.87262,1,19.538,-0.904827,1.57797,-1,108.302
163301,10892634,22.9051,-1.91304,2.61342,1,8.79007,1.40562,0.395444,-1,76.2347
163301,10407239,45.6041,0.0572897,-0.560311,1,21.7252,-0.441093,2.54658,-1,64.908
163301,10707016,36.9833,0.884368,-0.793779,-1,53.4893,1.08627,2.59219,1,88.748
163301,10942979,19.7736,2.15097,0.292445,1,9.79309,-1.18442,2.48403,-1,75.3096
163301,10972443,9.53998,-1.00533,0.33857,1,18.1059,2.39066,2.64434,-1,73.4331
163301,11241579,20.1602,-0.133777,0.941167,-1,49.8665,-0.0518543,-2.09859,1,63.3847
163301,11269520,7.66065,-2.21396,1.91785,-1,32.7657,0.728079,2.25727,1,65.5559
163301,11212361,10.2932,-1.18427,-0.97331,1,51.0187,1.56938,1.45837,-1,95.2617
163301,11410097,10.2643,-0.553973,2.90589,1,75.7274,-2.44227,-2.06066,-1,69.7364
163301,11132886,20.6422,1.38994,-2.50862,-1,8.7841,-2.09163,1.43245,1,78.443
163301,11360262,35.9866,1.24074,-0.402985,1,41.6183,1.93094,2.9923,-1,81.469
163301,11036177,37.4312,0.111831,-1.87942,-1,40.5289,-1.00454,1.27118,1,90.3516
163301,11417042,9.74849,-1.44916,1.14193,1,82.6745,1.0708,-1.75453,-1,107.912
163301,11367192,14.6679,-1.54458,-1.24151,1,35.368,1.70746,1.16171,-1,119.139
