Run,Event,pt1,eta1,phi1,Q1,pt2,eta2,phi2,Q2,M
167786,123447930,22.1557,-0.36028,-1.08216,1,22.8684,-2.43422,1.83648,-1,71.2953
167786,123539510,44.1224,0.816929,2.68027,-1,29.6756,2.04976,-0.784983,1,85.7711
167786,123856189,34.8351,0.146168,2.63478,-1,43.3449,1.37773,-0.92909,1,91.4829
167786,123074254,25.2833,0.296333,1.45058,-1,26.7886,2.06547,-1.62176,1,73.7548
167786,124100378,19.8002,1.78013,-3.10389,-1,15.1829,-1.22863,-0.371532,1,81.5952
167786,123527704,41.0493,-0.42879,-0.0929899,1,10.9709,2.08496,-2.08527,-1,77.2481
167786,123472145,63.3807,2.19249,0.963879,-1,3.90817,-1.18678,0.117576,1,83.3668
167786,123070525,40.6215,-1.20281,2.07981,-1,35.4042,-0.777164,-0.935369,1,77.4226
167786,123621878,11.8709,0.93294,-2.68269,1,22.3003,-2.24013,0.423329,-1,82.8372
167786,124189539,34.5871,0.0178974,-3.12904,-1,34.3221,-1.60735,-0.119969,1,92.8288
167786,123308408,48.2415,-0.815415,-2.83505,1,39.5183,-0.551814,0.28022,-1,88.0773
167786,123596649,16.753,0.785148,2.12631,1,32.9051,-1.53003,-1.01415,-1,82.0939
167786,123410508,41.2441,-0.383239,1.58426,1,24.1075,-2.3509,-0.15382,-1,87.0815
167786,123599347,41.0198,0.151243,1.24212,-1,39.9345,1.25973,-1.81164,1,93.6341
167898,512669675,44.0705,-0.189091,0.921004,1,37.1373,0.885659,-2.27476,-1,92.8518
167898,513182091,30.6457,0.723026,-0.651898,1,53.1126,-1.29032,-2.51068,-1,115.458
167898,513369235,49.5206,0.81631,-0.382939,1,24.1581,0.690181,2.75825,-1,69.3134
167898,512960151,18.1044,-1.47543,-2.13244,1,71.3449,-2.39916,0.561145,-1,78.067
167898,513049871,39.0288,1.56262,-2.36598,1,42.6018,0.809436,0.979236,-1,87.0101
167898,513448615,42.998,-0.87294,-2.96648,-1,52.792,-0.930876,0.163661,1,95.3264
167898,513452648,36.128,1.0689,-1.52152,1,14.1823,-2.10832,0.657845,-1,113.552
167898,512532084,39.5354,-1.07344,-0.240158,1,44.8559,-1.98806,2.86526,-1,93.1724
167898,513319942,30.1846,0.825747,3.06017,-1,30.775,0.8607,0.0590182,1,60.8158
167898,513558206,24.6164,-1.63514,-2.49831,-1,12.5978,0.735987,0.677555,1,63.0075
167898,512519390,19.7254,-2.44111,-2.37604,1,3.95303,2.43853,-1.25765,-1,100.959
167898,513102518,29.8516,0.287308,-1.05056,1,50.1878,-0.798518,2.16952,-1,89.0528
167898,513289422,18.0127,2.46944,0.633445,1,19.7247,-0.483506,-2.55195,-1,86.8143
167898,513592302,9.33969,-0.666781,-2.16722,1,33.7078,1.63997,0.61001,-1,61.4897
167898,512630581,44.7779,0.0858118,-0.0568843,-1,28.2747,-1.60562,2.31545,1,94.4657
167898,512510367,35.3418,1.30951,1.37807,-1,39.9153,2.4102,-1.83778,1,86.7391
167898,512864855,25.4055,0.760325,-2.40663,1,8.25263,-2.40656,1.65751,-1,72.3743
167898,512362626,19.8186,-0.2864,1.5952,-1,24.856,-2.45648,-1.19885,1,72.7827
167898,513128138,26.3828,1.63775,2.56231,1,9.48285,-1.544,-0.793452,-1,80.7834
167898,512320077,40.0353,-1.71879,-1.97072,1,37.7489,-0.203606,0.891732,-1,100.571
167898,512595685,40.7433,0.878525,-0.503157,1,29.6829,2.18888,2.51147,-1,84.9074
167898,512577873,53.5998,0.855081,-2.18437,1,15.3751,1.54854,0.928581,-1,60.8948
167898,513040569,25.3387,-1.73539,-3.03414,-1,35.1885,0.222693,0.199234,1,90.6612
167898,512442882,46.3709,0.897649,-2.26494,-1,44.5101,0.558958,0.907032,1,92.1576
167898,1590868954,48.309,-1.31327,-0.215088,1,30.9496,-2.21321,-3.09734,-1,84.708
167898,1590504381,10.1863,-2.15438,1.93515,1,72.873,-0.296892,-1.53411,-1,79.2333
167898,1590809869,26.2066,0.888117,2.31276,1,55.387,1.3766,-1.51922,-1,74.125
167898,1590885784,44.6427,0.31209,-0.654,-1,29.9366,1.85572,-2.90698,1,90.7047
167898,1591359313,16.1469,-1.36252,1.30405,-1,21.0945,1.91595,0.154047,1,93.6628
167898,1590610991,16.3081,0.924019,-1.95492,1,31.3331,-1.70342,1.43893,-1,89.9873
167898,1590997495,37.1201,-0.672335,-0.826251,1,45.173,-1.74158,2.15001,-1,93.6398
167898,1590980239,35.6314,-0.257709,-0.317116,-1,23.2089,2.06239,-2.78188,1,98.9262
167898,1590314984,17.1643,0.118439,2.53991,1,42.1198,-2.31649,-0.73561,-1,98.7363
167898,1590578653,26.0945,1.27422,-1.50154,-1,32.6767,-0.596474,1.30186,1,85.3016
167898,1590900477,12.4435,1.14947,-2.19561,-1,27.6728,-2.45465,0.878046,1,115.547
167898,1590797884,40.102,2.20419,-1.17041,-1,9.23577,-0.756498,2.4039,1,88.5666
167898,1591033641,39.0812,1.41847,-2.57711,1,60.2414,1.47874,0.0789933,-1,94.2427
167898,1590386686,17.3942,-1.47985,0.408426,1,37.7732,0.439504,2.8701,-1,74.8127
167898,1590477478,40.9228,-0.596566,2.87259,1,16.6749,1.32723,-0.353154,-1,78.3058
167898,1590483542,10.3337,0.168003,2.32297,1,57.0176,2.58787,-0.426987,-1,88.1293
167898,1591105606,44.9204,-1.85971,-0.339103,-1,47.3443,-2.05047,2.78048,1,92.6473
167898,1591192854,38.2833,0.790844,2.31067,-1,37.5112,1.92329,-0.84139,1,88.2673
167898,1590476186,42.8937,0.110179,-3.05986,-1,35.6283,1.3022,0.0210783,1,92.4575
167898,1740647516,10.706,-0.382755,-1.75437,1,42.5157,1.96726,0.0389473,-1,70.8317
167898,1741241844,33.762,-0.127653,-2.6339,1,33.9031,0.886584,1.51829,-1,69.1925
167898,1740816829,9.3362,-1.26194,2.35025,1,24.3991,1.40418,-0.0978049,-1,60.3556
167898,1740309702,71.4878,-1.44431,0.400653,1,18.6389,-0.479239,-2.69957,-1,81.657
167898,1741055006,29.3581,-1.49768,0.117977,-1,21.2517,0.724779,-3.11715,1,84.0754
167898,1740588643,20.1346,-1.78242,-0.61355,-1,24.4222,0.108055,2.46603,1,65.6684
167898,1740276790,23.0272,-0.0457078,0.510469,1,46.5979,1.30981,-2.45645,-1,80.9445
167898,1740610747,44.9856,1.68576,1.72144,-1,21.6078,-0.258543,-1.57182,1,94.0968
167898,1740807827,26.4433,0.689085,-0.101557,1,28.666,2.13057,-3.04902,-1,69.7928
167898,1741178691,11.2097,2.38397,2.29408,1,19.0219,-1.27199,2.12833,-1,88.5319
167898,1740429034,12.2403,-1.03963,-0.816029,-1,66.7943,-2.11956,1.9704,1,64.9474
167898,1740912780,42.9194,1.0323,2.25534,1,47.2326,1.03224,-0.808848,-1,89.9814
167898,1741217388,26.02,0.287629,2.21296,-1,23.8851,-1.19043,-0.775152,1,63.9922
167898,1740973374,14.3987,1.85532,-0.945822,-1,23.989,-1.22943,2.40229,1,90.7927
167898,1741020393,37.8211,-0.685643,-1.19538,1,27.9785,-2.30456,2.37939,-1,86.4395
167898,1741284105,35.07,-1.44083,-2.96112,1,49.129,-1.26118,0.0813589,-1,83.2506
167898,1740794545,101.525,-0.797091,-3.11291,-1,23.6358,0.37881,-1.81607,1,84.9665
167898,1740887937,36.8406,-0.576248,0.363842,-1,55.6088,-0.737579,2.923,1,87.0205
167898,1741021369,47.1873,-1.07607,-1.72169,1,41.9631,-0.863177,1.5672,-1,89.2619
167898,1740857688,39.5039,-0.512874,-2.87886,1,40.0505,-1.60796,0.247434,-1,91.7764
167898,1741021088,65.1228,-1.55732,3.08006,-1,30.843,-1.30377,-0.451834,1,88.6681
167898,1741225672,25.2162,2.32215,0.78678,1,41.3567,1.87747,-2.31922,-1,66.1797
170854,101327764,10.3758,0.268546,0.936891,-1,22.0914,-2.34783,-2.05403,1,60.0588
170854,101573324,27.6955,-0.684742,-1.2879,-1,30.6283,-2.55682,2.00828,1,85.569
170854,101538102,21.0423,1.02885,-0.7045,1,59.6216,-0.65492,1.90641,-1,95.6761
170854,101093636,9.37566,1.8123,2.32625,-1,34.0858,-0.872789,0.0944292,1,71.4074
170854,101449468,12.8657,1.4382,-0.821658,1,23.5709,-0.978895,2.78916,-1,62.996
170854,101372994,9.42276,1.34538,-0.703641,1,27.3191,-2.47234,2.85674,-1,110.402
170854,101555946,32.3749,-2.43119,-3.01531,-1,12.1137,0.55982,1.14039,1,90.7787
170854,100847005,37.1825,2.08925,-0.20256,-1,25.2756,0.270006,-3.04256,1,87.9953
170854,101656709,67.5499,-1.02586,1.76007,1,10.1287,0.938375,-2.0891,-1,77.5484
170854,100867926,36.8082,1.67294,2.6731,1,54.5441,1.98277,-0.313485,-1,90.4257
170854,101085318,21.2296,1.00197,1.93077,-1,30.85,-1.80888,-1.17801,1,110.617
170854,100908649,58.503,-0.624064,1.18856,1,29.3378,-2.12164,-0.940183,-1,99.3724
170854,101164943,51.9436,0.178866,-0.309398,1,35.0723,-0.772387,2.88352,-1,95.1785
170854,101505367,44.3381,-0.890085,0.733767,1,34.8764,-1.26969,-1.93855,-1,77.9525
170854,100710691,33.3817,-0.647649,-0.555644,1,33.3042,-2.1918,2.65817,-1,87.5356
170854,101057691,56.0812,-0.586769,-0.315554,-1,37.5237,-1.18593,1.85224,1,85.7502
170854,101619352,36.9657,1.61194,-3.12599,-1,45.3225,0.801158,0.299893,1,87.9206
170854,100707336,35.3201,-0.0607792,0.186308,-1,40.4255,-1.23988,-2.79814,1,88.8938
170854,100841552,28.4501,0.642687,-1.19161,-1,64.8659,2.03372,1.87524,1,107.502
170854,100887944,51.4937,0.796941,2.51417,1,27.8451,2.2379,-0.784389,-1,96.0702
170854,101011808,22.9416,1.54,-2.68506,-1,13.5764,-1.45247,0.770282,1,82.5659
170854,101073408,21.62,2.41992,1.74617,1,10.2208,-0.454732,-1.51158,-1,66.0828
170854,101192464,9.71652,-1.07924,2.94291,-1,19.3472,1.83061,-1.06439,1,60.8626
170854,101301160,57.835,2.26287,2.29943,1,51.6441,1.40104,-0.832238,-1,119.609
170854,101777157,31.1954,1.81203,1.90318,1,38.1975,2.10476,-1.29473,-1,69.7524
170854,101955717,22.7748,-1.67985,-2.27286,1,15.8839,1.6016,1.59726,-1,100.902
170854,101730582,46.0455,0.423625,-0.727041,-1,46.8748,-0.167204,2.4247,1,96.9994
170854,101764382,67.7176,-0.174159,1.79388,1,26.8454,-1.1947,-2.51679,-1,84.3855
170854,102182956,14.7766,1.38527,0.982887,-1,55.778,-0.769654,-2.16995,1,94.0981
170854,102241268,54.7588,-0.178381,0.388356,-1,36.3062,-0.724814,-2.75798,1,92.5247
170854,102223719,36.2293,-2.02181,-0.506851,1,20.0242,0.173072,2.95812,-1,89.2773
170854,102703600,16.2991,-0.148493,0.497948,1,37.0437,-2.02835,-2.5909,-1,72.4869
170854,101866293,18.4766,-1.17127,0.992868,-1,25.3469,1.61322,-2.0931,1,92.4497
170854,102181613,8.66889,-0.536104,2.81345,1,75.6392,-2.37916,-1.78303,-1,66.3085
170854,102240208,49.8787,-0.53056,2.53624,1,50.296,-0.941549,-0.580125,-1,102.289
170854,102040115,38.5557,1.0739,0.288031,-1,52.747,2.13101,2.18327,1,88.6359
170854,102428203,45.1997,0.338389,0.332825,1,31.6021,-0.890251,-3.09617,-1,89.6548
170854,102007808,51.5215,-0.871603,-2.64045,1,9.56794,1.01222,0.663494,-1,65.5044
170854,101827463,18.6143,0.232465,-1.44592,-1,36.9485,2.09276,1.62265,1,76.8002
170854,101983703,27.5878,1.62813,-0.912677,-1,27.6707,-1.00445,1.73321,1,109.618
170854,102498737,31.0352,-0.969816,-0.0510308,1,31.6999,-1.54457,3.11531,-1,65.3352
170854,102281793,49.2931,-0.95305,2.59938,-1,40.6746,-1.70235,-0.549526,1,95.9123
170854,103027110,37.4943,0.0527205,0.555332,-1,35.189,-1.02665,-2.6404,1,83.4625
170854,103188430,13.9751,2.49834,0.666576,1,23.1215,-0.980168,1.73236,-1,100.848
170854,103478993,46.6231,0.454083,2.85952,1,43.7922,0.886427,-0.39292,-1,92.3552
170854,103634729,21.8445,0.79347,-3.05433,-1,51.5544,0.838591,0.360587,1,66.5086
170854,102802030,11.3366,0.763323,0.393965,1,25.0371,-1.62499,-3.03568,-1,60.5207
170854,103326542,42.1838,-0.985049,1.18319,1,49.9876,-1.36202,-1.96877,-1,93.4754
170854,102808887,90.2414,1.22519,0.953904,1,22.1662,0.411195,-2.37427,-1,96.6022
170854,102950375,68.1502,-0.622656,2.57217,1,29.7197,-0.410565,-0.0790784,-1,87.8394
170854,103445999,46.5522,-0.775005,-0.0605824,-1,38.9244,-1.11076,2.9824,1,86.2361
170854,103606391,17.6302,-1.89276,-0.924857,-1,25.2579,-0.0476683,1.79124,1,60.8254
170854,103730231,26.9584,1.22942,-1.80209,-1,5.61377,-2.28763,0.979118,1,73.3863
170854,103771879,65.2489,-0.84439,0.0775717,-1,19.3892,0.960491,1.8779,1,92.0586
170854,103104492,40.5028,-0.433269,2.51517,1,39.7724,-1.15469,-0.538765,-1,85.4786
170854,103784474,11.2952,1.08233,2.86674,1,49.2634,-2.04193,-1.78113,-1,112.922
170854,103072656,34.8582,-0.324127,2.91113,-1,22.658,1.1778,0.04549,1,72.4037
170854,103533936,40.0003,-1.24405,2.32682,-1,84.2878,-1.38042,-0.791719,1,116.392
170854,102902290,15.3499,2.05486,2.27716,1,19.209,-1.57348,-1.16063,-1,108.043
170854,103361665,8.82402,0.914948,-2.05436,-1,31.6034,-2.10372,1.88931,1,78.1547
170854,103595779,27.8793,-2.25599,-2.55897,1,22.4442,-0.919906,0.536147,-1,61.6031
170854,103259571,4.42183,-1.91689,2.38423,1,40.5968,1.90824,0.244554,-1,91.793
170854,104705241,28.3063,-2.47769,0.89434,1,31.8397,-0.480314,-2.01843,-1,92.3034
170854,104101142,32.0649,-1.04582,1.32609,1,42.4711,-2.30184,-1.28329,-1,86.6991
170854,104568950,17.5727,0.201695,-1.59633,-1,19.2911,-2.22265,1.25283,1,67.1424
170854,104602270,10.1024,-1.2656,1.45914,1,29.5573,2.03609,-0.990247,-1,92.6297
170854,104645030,29.2119,0.813216,-2.69693,1,45.2195,-0.734352,-0.175757,-1,92.9466
170854,104712382,24.2797,0.760198,0.0205066,1,27.0486,-1.1824,-3.07704,-1,77.3837
170854,104153400,165.89,2.22613,1.67455,-1,11.5799,1.30975,-1.16042,1,96.0935
170854,104812356,43.9954,-1.63763,3.0855,-1,43.3223,-0.82678,0.0696682,1,94.4306
170854,104183660,55.3528,-0.295047,-0.281672,-1,27.0142,1.06992,3.13185,1,95.4862
170854,104205380,16.0233,0.284619,2.9052,-1,43.0403,2.36325,-0.238103,1,83.5359
170854,103823415,25.1685,-1.03978,-1.64673,-1,34.4775,0.666717,0.983654,1,80.3249
170854,103987447,14.9703,-0.560764,0.971453,-1,34.2345,-2.38322,-2.32857,1,65.3135
170854,103984423,18.386,0.09212,-0.0713543,-1,40.9368,-1.69399,-2.70542,1,77.0212
170854,104262024,47.2737,0.919954,-2.51868,1,42.9275,0.663051,0.793118,-1,90.5173
170854,103890603,41.6717,-0.555545,1.27043,-1,39.4845,0.355944,-1.88052,1,89.698
170854,104864267,21.4699,2.0504,-1.90364,-1,49.781,1.69452,1.56384,1,65.5704
170854,103826698,9.226,2.11465,1.28873,1,27.1848,-0.854162,-0.0182762,-1,69.0287
170854,104430221,39.7273,2.05084,-2.43056,1,43.7563,1.94408,0.888996,-1,83.1757
170854,104457725,25.0903,-1.25103,2.87505,1,18.5962,1.23204,-0.621841,-1,80.6388
170854,104150997,43.7093,-1.39974,-2.86056,1,20.2472,0.487041,0.555625,-1,87.6189
170854,104545669,14.4842,0.65548,2.85459,-1,20.9846,-2.1075,-0.410038,1,73.7503
170854,104687802,22.3241,-1.76766,-1.5553,-1,22.9235,0.983703,1.62868,1,95.2429
170854,104148955,42.2494,1.56298,0.116521,-1,18.0367,-0.125958,-2.63488,1,75.3375
170854,105442747,14.8671,0.578364,-1.38188,-1,41.3333,-1.17723,2.11021,1,69.4013
170854,105528755,43.9159,1.20255,3.13524,1,47.7266,-0.134008,2.66813,-1,69.173
170854,105346514,47.2506,2.00054,-2.77083,-1,44.6793,2.02041,0.311823,1,91.8586
170854,105711066,28.0061,-0.00377808,-2.64846,1,31.3991,0.787559,0.78807,-1,63.4155
170854,104983438,33.5488,-0.219069,-1.23183,1,43.0036,1.07811,1.7229,-1,92.2408
170854,105825008,14.5025,-0.413078,-2.24399,1,46.6159,1.27698,2.13907,-1,65.0083
170854,105518006,18.2554,-1.83138,-2.8929,1,13.3796,1.38764,-0.165684,-1,81.0193
170854,105886558,64.6956,-2.51814,1.25114,-1,40.3545,-2.33584,-2.2445,1,101.026
170854,105074437,45.1135,0.256734,-3.13184,1,45.8507,1.07828,0.650081,-1,94.5029
170854,105209629,21.8372,-2.43357,-3.05395,-1,10.3178,1.00931,-0.583809,1,86.0644
170854,104973535,43.743,1.97765,2.32846,-1,21.1108,0.0196945,-1.18361,1,91.6209
170854,105259683,26.6041,-0.30796,-0.224276,1,20.5997,-2.15277,2.50459,-1,67.5132
170854,105308589,35.8627,1.12588,2.67253,-1,41.73,-0.100256,-0.437128,1,92.3634
170854,105829722,33.7923,1.12973,-1.91251,1,43.1097,2.45066,1.29364,-1,93.5662
170854,105218250,27.8266,1.45766,0.538496,1,25.6281,-0.760088,-2.73841,-1,89.6784
170854,105367604,40.3864,-1.00629,3.04888,-1,35.3486,-2.13229,0.859706,1,80.7461
170854,105107973,54.0485,1.09735,1.09113,1,34.0867,0.512485,-1.9287,-1,89.3893
170854,105267213,37.4093,0.433413,-3.13702,1,42.368,1.65077,0.228414,-1,94.4161
170854,105905071,14.5176,-0.475429,-2.57328,-1,19.7352,1.87643,0.740661,1,60.0133
170854,105642157,20.5931,0.265058,2.21572,-1,25.2002,1.99926,-0.867125,1,63.7751
170854,106087387,20.3736,1.18685,-0.368558,1,11.8155,-2.40146,2.94852,-1,95.8562
170854,106515791,51.2111,-0.427774,1.91086,1,15.3497,-1.32887,-1.69346,-1,60.5112
170854,106311868,32.0446,1.53383,0.728019,-1,44.1413,2.18462,-2.71892,1,78.4067
170854,106224970,17.9516,0.544173,-1.86426,1,66.5598,1.84975,0.546436,-1,80.6966
170854,106427018,30.866,1.0084,-0.823887,1,22.2569,2.10394,2.06123,-1,60.1111
170854,106479194,37.3715,2.2175,2.5637,1,39.8395,0.383372,-0.0917435,-1,110.41
170854,106176180,66.1365,-0.81143,-1.12575,-1,35.2145,0.191242,1.72473,1,108.001
170854,106203776,38.0517,0.336527,-1.71953,1,44.5836,-0.628399,1.61147,-1,91.8218
170854,106314671,39.9695,-0.530284,0.197655,-1,32.3709,1.0144,-3.02924,1,94.435
170854,106398567,25.8808,0.76035,-0.00680116,1,12.0009,-2.11749,2.56669,-1,77.8596
170854,106432703,23.0518,-1.71803,-1.01833,-1,53.1095,-0.109212,2.30323,1,93.6566
170854,106448767,37.5094,-0.352349,2.90538,1,36.1201,1.09443,-0.121328,-1,93.6372
170854,106202160,57.7471,-0.817895,2.45575,-1,19.3344,0.692592,-1.52093,1,82.4725
170854,106284611,19.0797,-0.191435,-2.39813,-1,33.7589,1.72411,0.532379,1,75.6863
170854,106680707,11.3617,-0.759183,-2.47027,-1,25.2426,2.34014,0.250973,1,83.0577
170854,106966603,6.19414,1.61013,2.28446,-1,24.4888,-2.29124,-2.88594,1,85.8659
170854,106916137,19.6652,0.374896,0.239515,-1,69.2929,2.02554,-3.0741,1,100.232
170854,107133310,10.0821,-0.892823,-0.625579,1,127.425,-2.04636,2.97846,-1,82.3203
170854,107414494,7.45543,1.75976,-2.15356,-1,58.2825,-1.3634,1.16999,1,103.66
170854,107902470,29.6701,-0.509529,2.83118,-1,19.2169,-2.54559,-0.505191,1,74.5715
170854,107568805,18.5439,1.58597,-0.327233,1,9.90599,-2.11035,2.51913,-1,88.084
170854,107252759,39.0292,-0.156766,0.189152,-1,12.4173,-2.34893,-1.88786,1,69.7409
170854,107594615,22.5295,0.456884,-2.40262,1,47.3865,-0.0178053,0.22717,-1,65.1299
170854,107994978,41.3124,0.35846,-1.92505,-1,40.7288,1.15782,1.23106,1,88.6774
170854,107202389,22.5256,-1.05768,2.85139,-1,60.4236,1.03021,-0.315316,1,117.775
170854,107501589,43.8873,-0.477322,0.234251,-1,55.1307,-0.0811022,2.67964,1,94.5349
170854,107841333,61.749,-1.00644,-0.709329,1,32.6599,-1.54834,2.05162,-1,91.5698
170854,107838526,18.3194,-0.597407,-1.7526,-1,20.7535,2.29021,1.53465,1,87.1671
170854,107846355,8.28088,0.830748,-2.30941,-1,32.4253,-2.23884,-0.76426,1,76.0298
170854,107435776,7.21264,-1.30256,1.71108,1,28.7298,1.62913,-1.53638,-1,65.6538
170854,107619896,29.016,0.283781,2.59332,-1,38.9993,1.77934,-1.04048,1,85.4236
170854,107683304,43.3064,-1.33479,1.36561,-1,45.063,-1.30403,-1.5878,1,87.9716
170854,107972624,19.8827,0.896662,-1.2173,1,35.3526,-0.202972,2.00594,-1,61.205
170854,107155387,63.7881,-2.25744,-1.25657,1,31.2131,-1.77399,2.25447,-1,90.3875
170854,107322627,11.634,0.226518,2.60142,-1,54.0461,-1.19888,-0.67214,1,63.3494
170854,107497051,34.4765,0.720293,1.64367,-1,17.9492,2.14455,-1.4059,1,62.8684
170854,107663979,48.4833,1.78776,-1.29847,1,40.1928,1.5295,1.90044,-1,88.9888
170854,108042035,19.2063,0.0886021,0.986664,1,33.7875,2.26256,-2.03303,-1,84.0723
170854,107476015,42.4141,-2.0368,-2.25059,1,37.2128,-2.28248,0.993666,-1,79.9532
170854,107758839,60.0426,1.56814,-2.24964,1,40.0473,1.85027,0.0740358,-1,91.049
170854,107549344,10.653,-1.31683,2.17575,1,33.7201,0.94476,-1.7887,-1,63.0395
170854,108020336,24.3111,-1.09596,0.462847,-1,27.6439,1.08098,-2.3387,1,85.2664
170854,107536369,10.6548,0.0945303,-2.04977,-1,71.1321,1.41585,1.78038,1,64.9115
170854,108076527,26.3538,0.683853,0.314704,1,36.4238,0.854696,-2.93077,-1,62.1076
170854,108848687,29.5789,1.19685,-2.02409,-1,36.0902,-0.614792,0.850183,1,93.6337
170854,109091335,46.9769,0.597136,-2.79347,1,46.1164,0.547716,0.27601,-1,93.0572
170854,108739428,13.2292,-1.3754,1.79871,-1,55.1217,1.25193,-1.00121,1,107.317
170854,108888372,15.9912,1.60609,0.318981,-1,17.1023,-1.54458,-1.09803,1,79.4624
170854,108935380,40.4007,-1.54076,0.988394,-1,50.6193,-0.963702,-1.9441,1,93.7617
170854,109006300,41.5168,1.26467,-2.15166,-1,30.1832,1.032,1.20007,1,70.8904
170854,108692261,39.2663,-0.811439,1.55937,-1,34.5653,0.0692376,-1.44015,1,80.7721
170854,108708333,7.59708,1.93284,-2.99205,-1,47.6917,-1.41929,-2.74444,1,98.2816
170854,108297978,52.545,2.13885,0.861581,1,26.0251,-0.0112422,-2.7432,-1,119.778
170854,108292926,14.3204,-0.64599,2.35114,-1,41.9073,2.35448,-0.783379,1,115.281
170854,108761502,38.2011,0.91441,-1.18515,-1,47.3684,-0.0122508,2.30598,1,93.2069
170854,109092862,23.0602,2.30099,2.19233,1,19.2875,-0.206566,-1.18144,-1,79.7587
170854,108106213,10.9955,-1.56453,-0.915511,-1,26.1851,1.9089,-1.8834,1,94.6944
170854,108293032,19.8911,1.03694,-1.01772,-1,22.0044,-1.33135,2.16236,1,74.7656
170854,108736619,33.9384,-1.19187,-1.37828,1,55.6532,0.132508,3.04328,-1,93.2046
170854,108806563,22.4246,-1.10356,-0.678907,-1,27.4087,1.43513,2.96451,1,94.3893
170854,108951763,28.2135,0.26887,2.83716,-1,26.242,2.51131,-0.341546,1,92.3577
170854,108664833,22.1014,-0.746367,-1.08239,1,18.9079,2.35467,-1.66387,-1,92.7703
170854,108775977,48.0965,1.37757,-0.323836,-1,48.8258,1.33305,2.83639,1,96.9393
170854,108385640,23.7318,0.311051,2.12996,-1,25.5022,-2.05045,-0.996534,1,87.674
170854,108478576,28.0701,0.670341,1.99224,1,53.1109,1.76257,-0.837217,-1,88.2142
170854,108705008,31.9816,-1.01303,-0.764162,1,64.9958,-1.81098,1.72529,-1,94.1107
170854,108520907,23.5709,1.36266,0.880584,1,7.88608,-1.89219,-1.08927,-1,70.4903
170854,108664787,21.1201,1.20127,-0.188158,1,88.8684,-0.196679,2.90957,-1,108.672
170854,108723705,32.4992,-0.190891,0.757099,-1,28.6368,1.60652,-1.34077,1,81.8915
170854,221857453,20.3869,1.06663,-0.688743,1,25.814,-1.08873,2.87552,-1,74.586
170854,221904380,10.3073,1.07312,-2.74635,-1,25.6219,-2.48804,0.686677,1,99.0483
170854,222337028,29.7328,0.603115,-1.37645,-1,25.8396,-0.980765,2.38597,1,71.777
170854,222217420,47.1926,-0.715467,-2.49292,1,43.3993,-0.158703,1.17266,-1,91.0734
170854,221624907,34.8346,1.67352,-0.523732,1,19.2148,-0.267645,1.92067,-1,76.0631
170854,221709451,27.6721,0.9981,2.85472,-1,64.3773,-0.382261,-0.00825331,1,104.677
170854,222092794,14.1709,-0.794806,-2.42656,-1,29.9229,1.59111,0.104953,1,73.0952
170854,221934398,18.3979,-0.289711,-1.84192,-1,24.5685,-2.22369,1.18472,1,63.9525
170854,222369923,25.4199,-0.247461,-0.702626,-1,15.9017,1.86508,1.74552,1,63.3499
170854,221707358,42.685,-0.571503,-1.0128,-1,42.7942,-0.935326,1.91275,1,86.4074
170854,222269477,41.8665,-1.00962,1.53153,-1,34.2517,-1.47399,-1.49995,1,77.6753
170854,222327645,18.1019,-1.58649,1.66303,-1,16.0821,1.61516,2.34881,1,81.9447
170854,221540552,23.0459,0.307513,0.262584,-1,24.1031,2.31544,-2.42365,1,72.1765
170854,221871010,29.9949,1.03777,1.98126,-1,36.8876,2.14767,-1.07577,1,76.9849
170854,222465329,36.4207,-0.677423,0.829453,-1,48.6658,-0.335997,-2.20604,1,85.314
170854,222465809,44.4612,-0.500818,-1.81956,1,39.6018,-1.18105,1.39736,-1,88.7673
170854,222228152,38.3694,0.88265,-1.98796,-1,52.2845,1.34546,1.31069,1,91.7198
170854,221634784,21.3637,0.0548828,-2.64111,-1,24.6899,2.05791,0.831084,1,70.5568
170854,221940679,47.2786,1.41112,-0.720567,1,28.6268,0.19128,2.42754,-1,87.6929
170854,221523066,18.8479,-0.833824,0.129483,-1,27.4535,1.98878,-2.17575,1,97.0979
170854,222026657,20.9582,-0.595833,1.97726,-1,28.4763,1.36816,-0.931176,1,74.155
170854,222016081,29.2761,0.214867,1.82563,-1,52.1988,2.00539,-0.921755,1,110.61
170854,222230769,7.58277,1.56741,-1.13925,1,23.7232,-1.75945,-0.788917,-1,68.4001
170854,221748443,48.4752,0.0568867,-0.0763472,-1,29.1699,-1.94986,0.86834,1,95.1413
170854,222610550,15.0318,-0.653421,0.54475,1,23.5311,2.08279,2.52998,-1,75.9279
170854,223093724,11.2722,-1.1031,-1.49313,1,45.8144,2.15541,1.14017,-1,119.812
170854,223382012,37.7634,1.10967,-0.542667,-1,48.8151,0.401212,2.58836,1,91.3131
170854,223289327,73.5641,0.890157,-1.74154,-1,45.6919,0.682895,1.33673,1,116.519
170854,222859019,13.2746,-0.544709,-2.16895,-1,36.4653,1.45462,2.07867,1,63.8269
170854,222875483,22.9692,-0.422953,-2.38457,1,40.7124,0.642256,1.58215,-1,65.6082
170854,223051427,11.8703,1.29221,0.114297,1,17.9454,-2.12273,-2.99528,-1,83.1371
170854,223249853,25.8159,1.33239,2.21229,1,75.7867,0.838283,-0.414435,-1,88.3524
